model,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,car_age
 A4,9.82547195555139,Semi-Auto,10.303806106491413,Petrol,160.0,45.6,2.0,Audi,1.791759469228055
 A3,9.615538777855802,Semi-Auto,10.216691162217987,Petrol,160.0,42.8,1.8,Audi,2.0794415416798357
 A4,9.798071479779479,Manual,9.946834357039494,Diesel,95.0,64.2,2.0,Audi,1.791759469228055
 A3,9.304377013902565,Automatic,9.26245832623829,Petrol,95.0,56.5,1.2,Audi,2.0794415416798357
 A3,9.472396896788991,Manual,10.16184379560608,Diesel,95.0,70.6,2.0,Audi,1.791759469228055
 A1,9.34975442775886,Manual,10.400254819051078,Petrol,95.0,67.3,1.0,Audi,1.791759469228055
 Q5,9.814437735702617,Semi-Auto,10.664153184826896,Diesel,175.0,47.1,2.0,Audi,1.9459101490553132
 A6,9.85214162518454,Semi-Auto,10.800391570610094,Diesel,160.0,50.4,3.0,Audi,1.9459101490553132
 Q2,9.824768967824722,Manual,10.021359473131017,Diesel,145.0,64.2,1.6,Audi,1.6094379124341003
 A8,10.515356887954205,Automatic,7.259116128097101,Diesel,145.0,50.4,3.0,Audi,1.6094379124341003
 A5,10.291670853409766,Automatic,2.3978952727983707,Petrol,145.0,40.4,2.0,Audi,1.0986122886681098
 A5,10.043206015705211,Semi-Auto,10.201367449964355,Diesel,145.0,62.8,2.0,Audi,1.6094379124341003
 A8,9.85214162518454,Semi-Auto,10.118074601167217,Diesel,175.0,47.9,3.0,Audi,2.0794415416798357
 A4,9.781263419790754,Manual,9.839588826685896,Petrol,145.0,51.4,1.4,Audi,1.6094379124341003
 A5,10.23981692180943,Automatic,2.3978952727983707,Petrol,145.0,40.4,2.0,Audi,1.0986122886681098
 Q3,10.373053586050816,Manual,2.3978952727983707,Diesel,145.0,42.8,2.0,Audi,1.0986122886681098
 A4,10.34161344288384,Automatic,2.3978952727983707,Petrol,145.0,38.7,2.0,Audi,1.0986122886681098
 A3,9.85214162518454,Semi-Auto,10.012162569161784,Petrol,95.0,56.5,1.4,Audi,1.6094379124341003
 Q2,9.740733301234702,Manual,9.801953041711831,Petrol,145.0,52.3,1.4,Audi,1.6094379124341003
 A3,9.903287532533462,Manual,10.12667110305036,Petrol,150.0,42.2,1.5,Audi,1.3862943611198906
 Q2,9.581628028282761,Manual,10.045160710852274,Petrol,150.0,55.4,1.0,Audi,1.6094379124341003
 A5,9.47262771040802,Semi-Auto,11.152579505377,Diesel,125.0,60.1,2.0,Audi,2.0794415416798357
 A4,10.38856450627934,Automatic,2.3978952727983707,Diesel,145.0,50.4,2.0,Audi,1.0986122886681098
 A1,9.92749700499648,Manual,2.3978952727983707,Petrol,145.0,48.7,1.0,Audi,1.0986122886681098
 Q3,9.83622532547696,Manual,10.183956170469607,Diesel,145.0,52.3,2.0,Audi,1.791759469228055
 Q5,9.680281499268713,Semi-Auto,11.089179271433748,Diesel,175.0,44.1,3.0,Audi,2.1972245773362196
 TT,9.711055051991444,Manual,10.439132610118632,Petrol,150.0,47.1,1.8,Audi,1.3862943611198906
 Q5,10.373459931293572,Semi-Auto,4.61512051684126,Petrol,145.0,33.2,2.0,Audi,1.0986122886681098
 Q3,10.490885252912465,Automatic,6.478509642208569,Diesel,145.0,47.1,2.0,Audi,1.0986122886681098
 Q5,10.515356887954205,Automatic,2.3978952727983707,Diesel,145.0,38.2,2.0,Audi,1.0986122886681098
 Q5,10.373459931293572,Semi-Auto,2.3978952727983707,Petrol,145.0,33.2,2.0,Audi,1.0986122886681098
 A4,9.85214162518454,Manual,7.982416346827733,Petrol,145.0,41.5,2.0,Audi,1.0986122886681098
 Q3,9.877451537985287,Manual,8.875985891325971,Petrol,145.0,51.4,1.4,Audi,1.3862943611198906
 Q3,9.903287532533462,Semi-Auto,10.360944044643913,Diesel,160.0,50.4,2.0,Audi,1.791759469228055
 Q7,10.515356887954205,Semi-Auto,10.74937727911096,Diesel,175.0,39.2,3.2,Audi,1.791759469228055
 A3,10.064159777925026,Manual,2.3978952727983707,Diesel,145.0,56.5,2.0,Audi,1.0986122886681098
 A5,10.085767441795337,Semi-Auto,9.552439604462528,Petrol,145.0,45.6,2.0,Audi,1.3862943611198906
 A5,9.798071479779479,Manual,9.496496280431916,Diesel,125.0,57.6,2.0,Audi,1.9459101490553132
 A6,10.274568233782462,Semi-Auto,2.3978952727983707,Diesel,145.0,50.4,2.0,Audi,1.3862943611198906
 RS6,10.515356887954205,Semi-Auto,9.951467865054695,Petrol,175.0,29.4,3.2,Audi,1.9459101490553132
 A6,10.203443985863297,Semi-Auto,9.65509029374725,Diesel,145.0,50.4,2.0,Audi,1.3862943611198906
 A6,10.433703954094051,Automatic,8.599694412927981,Diesel,145.0,47.9,2.0,Audi,1.0986122886681098
 Q2,10.341290768556236,Automatic,7.905072849498666,Petrol,145.0,40.9,1.5,Audi,1.0986122886681098
 Q7,10.515356887954205,Automatic,8.767796255626598,Diesel,145.0,33.2,3.0,Audi,1.0986122886681098
 A1,9.449278529189034,Manual,9.307285578032662,Petrol,150.0,67.3,1.0,Audi,1.6094379124341003
 Q3,9.758403975346978,Manual,9.735601303538429,Petrol,125.0,51.4,1.4,Audi,1.6094379124341003
 A4,9.711055051991444,Manual,10.268200108157329,Petrol,125.0,49.6,2.0,Audi,1.6094379124341003
 A4,9.729074639810214,Manual,10.058908853353957,Petrol,145.0,50.4,1.4,Audi,1.6094379124341003
 Q5,9.680281499268713,Manual,10.820298149257134,Petrol,175.0,37.7,2.0,Audi,2.1972245773362196
 Q8,10.515356887954205,Semi-Auto,9.042040056544483,Diesel,145.0,32.8,3.0,Audi,1.3862943611198906
 A6,10.239459664115659,Semi-Auto,7.490529402060711,Diesel,145.0,50.4,2.0,Audi,1.3862943611198906
 A4,9.877451537985287,Semi-Auto,2.3978952727983707,Petrol,145.0,53.3,1.4,Audi,1.3862943611198906
 A4,9.951610827717856,Manual,2.3978952727983707,Petrol,145.0,52.3,1.4,Audi,1.3862943611198906
 A3,10.011713957606998,Automatic,8.818038250394299,Diesel,145.0,52.3,1.6,Audi,1.3862943611198906
 Q3,9.581972891547895,Semi-Auto,10.475144835508363,Diesel,175.0,47.9,2.0,Audi,2.0794415416798357
 A3,10.12667110305036,Semi-Auto,9.723403490682365,Petrol,175.0,41.5,2.0,Audi,1.6094379124341003
 Q3,9.6678285081515,Manual,10.524171561362358,Petrol,125.0,51.4,1.4,Audi,1.6094379124341003
 A3,9.510519035757246,Semi-Auto,10.701129874425522,Diesel,125.0,58.9,2.0,Audi,2.1972245773362196
 Q3,9.392745258631441,Manual,11.152579505377,Diesel,165.0,50.4,2.0,Audi,2.0794415416798357
 A3,9.53249633228804,Semi-Auto,11.03180426391057,Diesel,125.0,57.6,2.0,Audi,1.9459101490553132
 A1,9.305741456739435,Manual,9.258368340986765,Petrol,95.0,67.3,1.0,Audi,1.791759469228055
 A3,9.903287532533462,Manual,9.852246888342531,Petrol,150.0,49.6,2.0,Audi,1.3862943611198906
 A1,9.36314729221994,Manual,9.846970109700957,Petrol,95.0,67.3,1.0,Audi,1.791759469228055
 A3,9.380167531188448,Manual,10.837637848711049,Diesel,95.0,68.9,2.0,Audi,2.0794415416798357
 A6,9.433163872079467,Manual,10.799595985047786,Diesel,175.0,29.7,2.0,Audi,2.1972245773362196
 A1,9.680093969966709,Manual,10.046808371980351,Petrol,175.0,39.8,2.0,Audi,1.9459101490553132
 Q7,10.515356887954205,Semi-Auto,6.717804695023691,Diesel,145.0,29.4,3.2,Audi,0.6931471805599453
 A4,10.165505603232393,Semi-Auto,8.69751274553952,Petrol,145.0,38.2,2.0,Audi,1.0986122886681098
 A6,10.34161344288384,Semi-Auto,7.999007213243955,Diesel,145.0,47.9,2.0,Audi,1.0986122886681098
 Q5,10.46270326045021,Automatic,8.93247660846174,Diesel,145.0,39.2,2.0,Audi,1.0986122886681098
 Q3,10.373366173968712,Manual,8.024862150286411,Diesel,145.0,42.8,2.0,Audi,1.0986122886681098
 A4,10.308485885054848,Automatic,3.1354942159291497,Petrol,145.0,38.7,2.0,Audi,1.0986122886681098
 A4,10.257168017494532,Automatic,7.719129840906732,Diesel,145.0,51.4,2.0,Audi,1.0986122886681098
 Q5,9.975761701406148,Semi-Auto,9.930518891587159,Diesel,175.0,47.1,2.0,Audi,1.791759469228055
 Q5,10.401106348814837,Automatic,2.3978952727983707,Diesel,145.0,39.2,2.0,Audi,1.0986122886681098
 A5,10.043206015705211,Semi-Auto,9.843153513496429,Petrol,175.0,35.8,3.0,Audi,1.791759469228055
 Q5,10.49124643927466,Semi-Auto,3.367295829986474,Petrol,145.0,32.1,2.0,Audi,1.0986122886681098
 Q7,10.308485885054848,Automatic,10.562431411754575,Diesel,175.0,47.9,3.0,Audi,1.791759469228055
 A3,9.710266814873172,Manual,10.156772260762324,Petrol,175.0,40.4,2.0,Audi,2.0794415416798357
 TT,9.877451537985287,Manual,10.254250052373257,Diesel,95.0,62.8,2.0,Audi,1.791759469228055
 A1,9.510148624225804,Manual,9.749928364409826,Petrol,95.0,56.5,1.4,Audi,1.9459101490553132
 A3,9.615538777855802,Manual,10.301457978882032,Petrol,95.0,60.1,1.4,Audi,1.791759469228055
 Q5,10.515356887954205,Semi-Auto,8.962135390066601,Petrol,145.0,34.0,3.0,Audi,1.6094379124341003
 Q5,10.042858113983936,Semi-Auto,11.012050172057405,Diesel,175.0,42.8,3.0,Audi,1.9459101490553132
 A1,9.433163872079467,Manual,9.936487030799237,Petrol,95.0,57.6,1.4,Audi,1.6094379124341003
 A3,10.126070946991774,Automatic,7.722234744709607,Diesel,145.0,52.3,1.6,Audi,1.0986122886681098
 A3,10.105856804633861,Manual,8.303999970955196,Diesel,145.0,51.4,1.6,Audi,1.0986122886681098
 A3,9.710266814873172,Manual,9.963735632881486,Petrol,125.0,52.3,1.4,Audi,1.791759469228055
 Q3,9.92749700499648,Manual,9.73778709675841,Diesel,160.0,49.6,2.0,Audi,1.791759469228055
 A4,10.126070946991774,Automatic,9.798737961337057,Petrol,145.0,49.6,1.4,Audi,1.3862943611198906
 A4,9.903287532533462,Semi-Auto,10.297352302577972,Diesel,145.0,62.8,2.0,Audi,1.6094379124341003
 A5,9.680406499268875,Semi-Auto,11.152579505377,Petrol,175.0,34.9,3.0,Audi,2.0794415416798357
 Q3,9.61573881119536,Semi-Auto,10.42948746227303,Diesel,175.0,47.9,2.0,Audi,2.0794415416798357
 A3,9.54652685348758,Manual,10.668443635842506,Diesel,95.0,67.3,2.0,Audi,1.9459101490553132
 A4,10.239638308916676,Semi-Auto,3.295836866004329,Diesel,145.0,47.9,2.0,Audi,1.0986122886681098
 A1,9.392328539868899,Manual,9.767381419539136,Petrol,95.0,67.3,1.0,Audi,1.791759469228055
 A3,9.680093969966709,Manual,9.772695262286105,Petrol,150.0,56.5,1.5,Audi,1.3862943611198906
 A3,10.49116310015384,Semi-Auto,5.752572638825633,Petrol,150.0,34.9,2.0,Audi,0.6931471805599453
 A1,9.516795129751248,Manual,10.127071007078722,Petrol,95.0,58.9,1.4,Audi,1.791759469228055
 A6,10.373053586050816,Semi-Auto,8.095293776844649,Diesel,145.0,47.9,2.0,Audi,1.0986122886681098
 A7,10.403838508008098,Automatic,7.1592919047975645,Diesel,145.0,39.2,3.0,Audi,1.0986122886681098
 A6,10.341290768556236,Automatic,8.399760094524142,Diesel,145.0,47.9,2.0,Audi,1.0986122886681098
 A4,10.457343929717506,Semi-Auto,8.85352256068954,Petrol,145.0,38.2,2.0,Audi,0.6931471805599453
 A4,10.515356887954205,Semi-Auto,8.816853240627426,Diesel,145.0,45.6,2.0,Audi,0.6931471805599453
 Q7,10.462989048226156,Semi-Auto,9.963923921339958,Diesel,175.0,47.9,3.0,Audi,1.9459101490553132
 A4,9.851983709669012,Manual,10.218115793972515,Diesel,95.0,64.2,2.0,Audi,1.6094379124341003
 A1,9.472396896788991,Manual,10.284796570766533,Petrol,95.0,67.3,1.0,Audi,1.791759469228055
 A1,9.581628028282761,Manual,9.947791478092652,Petrol,95.0,56.5,1.4,Audi,1.791759469228055
 A1,9.472396896788991,Manual,10.101805482414681,Petrol,95.0,67.3,1.0,Audi,1.6094379124341003
 TT,10.126471091048971,Semi-Auto,9.360655132635051,Petrol,150.0,42.8,2.0,Audi,1.6094379124341003
 A3,9.951610827717856,Semi-Auto,8.134467570277563,Petrol,145.0,43.5,1.5,Audi,1.0986122886681098
 Q5,10.373366173968712,Semi-Auto,10.314702763735975,Diesel,175.0,42.2,3.0,Audi,1.791759469228055
 A4,9.54652685348758,Manual,10.204221576482523,Diesel,95.0,62.8,2.0,Audi,1.9459101490553132
 A4,10.373053586050816,Manual,8.916908467543795,Petrol,145.0,40.9,2.0,Audi,0.6931471805599453
 A6,10.29184041103433,Semi-Auto,3.044522437723423,Diesel,145.0,55.4,3.0,Audi,1.0986122886681098
 A4,9.927985024136515,Semi-Auto,8.47261414801827,Petrol,150.0,40.9,2.0,Audi,1.0986122886681098
 Q3,9.998615897627705,Semi-Auto,10.60298949873408,Petrol,175.0,40.4,2.0,Audi,1.791759469228055
 TT,10.126471091048971,Semi-Auto,9.419060402624668,Petrol,150.0,40.9,2.0,Audi,1.0986122886681098
 Q2,10.085642428772983,Manual,9.713234625415893,Petrol,150.0,49.6,1.4,Audi,1.3862943611198906
 Q3,10.043075566743182,Semi-Auto,9.907280350774824,Petrol,150.0,42.2,2.0,Audi,1.6094379124341003
 A3,9.680093969966709,Manual,9.575122364808813,Petrol,95.0,60.1,1.0,Audi,1.791759469228055
 A3,9.903287532533462,Semi-Auto,9.874625007851026,Petrol,145.0,47.9,2.0,Audi,1.791759469228055
 RS4,10.203443985863297,Semi-Auto,10.252734980646064,Petrol,175.0,26.4,3.2,Audi,2.1972245773362196
 Q8,10.515356887954205,Semi-Auto,9.70418259070176,Diesel,150.0,33.6,3.0,Audi,1.0986122886681098
 A1,9.392328539868899,Manual,10.117186645022338,Diesel,95.0,74.3,1.6,Audi,2.0794415416798357
 A1,9.392328539868899,Manual,10.171298495345496,Petrol,125.0,53.3,1.4,Audi,2.0794415416798357
 A5,10.515356887954205,Semi-Auto,8.927048647825695,Petrol,145.0,39.2,2.0,Audi,0.6931471805599453
 A5,10.515356887954205,Semi-Auto,8.97790377375038,Diesel,145.0,45.6,2.0,Audi,0.6931471805599453
 A5,10.515356887954205,Semi-Auto,8.941152882160566,Petrol,145.0,39.8,2.0,Audi,0.6931471805599453
 Q3,10.41819562981634,Semi-Auto,8.976514972315112,Diesel,145.0,48.7,2.0,Audi,0.6931471805599453
 Q5,10.34161344288384,Semi-Auto,9.661861751843032,Petrol,145.0,40.4,2.0,Audi,1.3862943611198906
 A4,10.165505603232393,Manual,8.433594167539924,Petrol,145.0,38.2,2.0,Audi,1.0986122886681098
 A8,10.515356887954205,Semi-Auto,8.793156870913819,Diesel,145.0,48.7,3.0,Audi,1.3862943611198906
 Q7,10.373366173968712,Semi-Auto,10.784130381163758,Diesel,175.0,47.9,3.0,Audi,1.791759469228055
 A3,10.34161344288384,Semi-Auto,8.422882511944996,Petrol,150.0,34.5,2.0,Audi,1.0986122886681098
 A1,9.851983709669012,Manual,8.931287626222456,Petrol,145.0,51.4,1.0,Audi,1.0986122886681098
 A8,10.515356887954205,Semi-Auto,9.330520532232288,Diesel,145.0,48.7,3.0,Audi,1.3862943611198906
 A4,9.903287532533462,Manual,9.91056246620809,Diesel,95.0,67.3,2.0,Audi,1.791759469228055
 A3,9.740733301234702,Manual,9.714503852868623,Petrol,95.0,60.1,1.4,Audi,1.791759469228055
 A1,9.581628028282761,Manual,9.060563446657955,Petrol,145.0,67.3,1.0,Audi,1.6094379124341003
 Q3,9.903287532533462,Manual,9.819072801393764,Petrol,145.0,49.6,1.4,Audi,1.6094379124341003
 Q3,10.085642428772983,Semi-Auto,10.208653389327727,Petrol,145.0,40.4,2.0,Audi,1.6094379124341003
 A3,9.54652685348758,Manual,10.502598741169479,Petrol,95.0,60.1,1.4,Audi,1.791759469228055
 A6,10.23981692180943,Semi-Auto,10.469369382050196,Diesel,150.0,50.4,3.0,Audi,1.6094379124341003
 Q5,10.433998149618517,Semi-Auto,9.235325624670091,Petrol,150.0,40.4,2.0,Audi,1.3862943611198906
 A3,9.769441741907062,Manual,9.703877405604631,Diesel,145.0,67.3,1.6,Audi,1.3862943611198906
 A3,9.615205300012315,Semi-Auto,10.32649783986004,Diesel,95.0,64.2,2.0,Audi,1.9459101490553132
 Q5,10.34161344288384,Semi-Auto,10.522180547171125,Diesel,175.0,42.2,3.0,Audi,1.791759469228055
 A3,9.54652685348758,Manual,10.502351525774941,Petrol,95.0,61.4,1.4,Audi,1.6094379124341003
 Q7,10.515356887954205,Semi-Auto,9.061724347647399,Diesel,145.0,32.8,3.0,Audi,1.3862943611198906
 Q2,9.998615897627705,Manual,9.173157580848466,Petrol,145.0,50.4,1.4,Audi,1.3862943611198906
 Q2,9.903287532533462,Semi-Auto,9.817711775514724,Diesel,145.0,68.9,1.6,Audi,1.6094379124341003
 Q5,10.203443985863297,Semi-Auto,10.261336806702628,Petrol,145.0,40.9,2.0,Audi,1.6094379124341003
 A1,9.680093969966709,Manual,9.628260921351693,Diesel,145.0,76.3,1.6,Audi,1.6094379124341003
 A5,9.851720461714246,Semi-Auto,10.678629380648701,Diesel,160.0,50.4,2.0,Audi,1.9459101490553132
 A8,10.49116310015384,Semi-Auto,9.408863308108145,Diesel,145.0,50.4,3.0,Audi,1.3862943611198906
 A5,10.23981692180943,Semi-Auto,9.448333126140598,Diesel,145.0,58.9,3.0,Audi,1.3862943611198906
 A1,10.085642428772983,Semi-Auto,8.58615939588096,Petrol,145.0,44.1,1.5,Audi,1.0986122886681098
 A4,10.35028652413727,Semi-Auto,8.982686665184087,Petrol,145.0,41.5,2.0,Audi,0.6931471805599453
 A5,10.499931082862638,Semi-Auto,8.912473274466036,Diesel,145.0,51.4,2.0,Audi,0.6931471805599453
 A1,9.54652685348758,Manual,9.405002140854743,Petrol,145.0,67.3,1.0,Audi,1.6094379124341003
 Q5,10.373366173968712,Semi-Auto,10.703828567198189,Diesel,175.0,42.2,3.0,Audi,1.791759469228055
 Q3,9.825309771472105,Manual,9.950037113189108,Diesel,145.0,55.4,2.0,Audi,1.791759469228055
 A6,10.419032025002059,Semi-Auto,8.430109084509125,Diesel,145.0,39.2,3.0,Audi,1.0986122886681098
 Q5,9.903287532533462,Manual,10.517889100523476,Diesel,175.0,47.9,2.0,Audi,2.0794415416798357
 Q3,9.797904789961063,Manual,10.551768111755967,Petrol,145.0,49.6,1.4,Audi,1.9459101490553132
 Q7,10.373366173968712,Semi-Auto,10.181422273533029,Diesel,175.0,47.9,3.0,Audi,1.9459101490553132
 Q2,10.085642428772983,Manual,8.777247096750544,Diesel,145.0,49.6,1.6,Audi,1.0986122886681098
 A3,9.95208722237219,Manual,8.109525659752872,Diesel,145.0,49.6,1.6,Audi,1.0986122886681098
 Q3,10.126471091048971,Semi-Auto,9.113719333371757,Petrol,145.0,40.4,2.0,Audi,1.6094379124341003
 A1,9.472396896788991,Manual,10.018065457243564,Petrol,145.0,67.3,1.0,Audi,1.6094379124341003
 A4,9.615538777855802,Semi-Auto,10.639598432528189,Diesel,150.0,53.3,2.0,Audi,1.9459101490553132
 A3,9.43276366396591,Semi-Auto,10.476047770106955,Petrol,95.0,58.9,1.4,Audi,1.9459101490553132
 A3,9.567944883732848,Manual,9.58932460283475,Petrol,95.0,60.1,1.0,Audi,1.6094379124341003
 A1,9.350015354048665,Manual,10.12474933443232,Petrol,95.0,55.4,1.4,Audi,1.791759469228055
 A5,9.392578591964389,Manual,10.812572384159955,Diesel,95.0,64.2,2.0,Audi,2.0794415416798357
 Q3,9.903437551286085,Manual,9.979383211539385,Petrol,145.0,49.6,1.4,Audi,1.6094379124341003
 Q5,10.23981692180943,Semi-Auto,9.94611591459175,Diesel,145.0,55.4,2.0,Audi,1.6094379124341003
 A4,9.903287532533462,Semi-Auto,10.318935994253193,Diesel,95.0,62.8,2.0,Audi,1.6094379124341003
 Q3,9.903287532533462,Manual,10.014760554945557,Diesel,160.0,49.6,2.0,Audi,1.791759469228055
 Q3,9.903287532533462,Semi-Auto,10.05216614490749,Diesel,145.0,55.4,2.0,Audi,1.791759469228055
 A1,9.54652685348758,Manual,9.639652206558628,Petrol,95.0,55.4,1.4,Audi,1.6094379124341003
 A6,10.30881931842128,Semi-Auto,9.059401196410896,Diesel,145.0,47.9,2.0,Audi,1.0986122886681098
 A3,9.903037451255743,Semi-Auto,8.699681400989514,Diesel,145.0,52.3,1.6,Audi,1.0986122886681098
 A3,9.903037451255743,Semi-Auto,8.556413904569519,Diesel,145.0,52.3,1.6,Audi,1.0986122886681098
 A1,9.615538777855802,Manual,9.621986339159427,Petrol,145.0,57.7,1.4,Audi,1.3862943611198906
 A3,10.515356887954205,Semi-Auto,8.026170194946426,Petrol,145.0,43.5,2.0,Audi,1.6094379124341003
 TT,10.126471091048971,Semi-Auto,10.256816906223763,Petrol,175.0,40.9,2.0,Audi,1.791759469228055
 A3,9.349319399257634,Manual,10.48584282744104,Petrol,95.0,54.3,1.4,Audi,2.1972245773362196
 A3,9.825309771472105,Manual,10.085850775128717,Petrol,95.0,60.1,1.4,Audi,1.6094379124341003
 Q7,10.515356887954205,Semi-Auto,8.09101504171053,Diesel,145.0,33.6,3.0,Audi,1.0986122886681098
 A3,10.085642428772983,Semi-Auto,7.9617188159813645,Diesel,145.0,52.3,1.6,Audi,1.0986122886681098
 A4,10.239638308916676,Semi-Auto,8.785998208098329,Diesel,145.0,47.9,2.0,Audi,1.0986122886681098
 Q5,10.515356887954205,Semi-Auto,8.414495793177895,Diesel,145.0,38.2,2.0,Audi,1.0986122886681098
 Q3,9.851983709669012,Semi-Auto,10.205737989163305,Petrol,145.0,47.9,1.4,Audi,1.6094379124341003
 A4,9.472012088995733,Manual,10.649843691427217,Diesel,145.0,55.4,2.0,Audi,2.1972245773362196
 Q5,9.797904789961063,Semi-Auto,10.987341470228692,Diesel,175.0,47.1,2.0,Audi,1.9459101490553132
 A5,9.711055051991444,Semi-Auto,10.631808808103727,Diesel,160.0,52.3,2.0,Audi,1.791759469228055
 Q5,10.373459931293572,Semi-Auto,3.4339872044851463,Petrol,145.0,33.2,2.0,Audi,1.0986122886681098
 Q5,10.515356887954205,Semi-Auto,8.53030683056162,Diesel,145.0,38.2,2.0,Audi,1.0986122886681098
 Q5,10.515356887954205,Semi-Auto,8.442254104751743,Diesel,145.0,38.2,2.0,Audi,1.0986122886681098
 RS6,10.515356887954205,Semi-Auto,10.46101544805463,Petrol,175.0,29.4,3.2,Audi,1.6094379124341003
 Q2,10.038499099192006,Semi-Auto,8.443115988019922,Diesel,145.0,46.3,1.6,Audi,1.3862943611198906
 A6,9.740733301234702,Semi-Auto,10.294143544990584,Diesel,95.0,67.3,2.0,Audi,1.9459101490553132
 A6,10.413282645487595,Semi-Auto,8.496990484098719,Diesel,145.0,47.9,2.0,Audi,1.0986122886681098
 A3,9.680093969966709,Manual,9.741027444837728,Petrol,95.0,60.1,1.4,Audi,1.6094379124341003
 A4,9.95208722237219,Semi-Auto,10.843592462509537,Diesel,145.0,56.5,2.0,Audi,1.6094379124341003
 A3,9.615538777855802,Semi-Auto,10.565582566340604,Petrol,95.0,56.5,1.4,Audi,2.1972245773362196
 Q3,9.903287532533462,Manual,9.997569705897266,Petrol,145.0,49.6,1.4,Audi,1.6094379124341003
 TT,10.515356887954205,Semi-Auto,9.778434403532566,Petrol,145.0,34.5,2.5,Audi,1.3862943611198906
 Q2,10.043075566743182,Semi-Auto,8.643825842349603,Petrol,145.0,52.3,1.4,Audi,1.6094379124341003
 A5,10.126471091048971,Semi-Auto,10.002744479133469,Diesel,145.0,62.8,2.0,Audi,1.6094379124341003
 A8,10.515356887954205,Semi-Auto,9.219399216464529,Petrol,145.0,37.7,3.0,Audi,1.0986122886681098
 Q3,9.903287532533462,Semi-Auto,9.943957485089841,Petrol,145.0,47.9,1.4,Audi,1.9459101490553132
 A1,9.472396896788991,Manual,9.905635244593586,Petrol,95.0,57.6,1.4,Audi,1.9459101490553132
 Q2,10.028533041510352,Manual,8.204671828950811,Diesel,145.0,49.6,1.6,Audi,1.0986122886681098
 Q2,10.101067111719063,Manual,8.412499120301572,Diesel,145.0,47.9,1.6,Audi,1.0986122886681098
 A4,9.877964595305043,Semi-Auto,10.348654027495844,Diesel,95.0,67.3,2.0,Audi,1.6094379124341003
 Q2,9.903037451255743,Manual,9.705950829935693,Petrol,145.0,50.4,1.4,Audi,1.3862943611198906
 Q2,9.975622150295328,Manual,10.210935486902368,Petrol,145.0,50.4,1.4,Audi,1.3862943611198906
 A3,10.274913168420769,Semi-Auto,9.75074421527093,Petrol,145.0,43.5,2.0,Audi,1.3862943611198906
 A3,10.203258756085228,Semi-Auto,9.813781639451635,Petrol,145.0,44.1,2.0,Audi,1.3862943611198906
 Q5,10.23981692180943,Semi-Auto,9.62092568277892,Diesel,145.0,56.5,2.0,Audi,1.3862943611198906
 Q5,10.16569795901424,Semi-Auto,10.286400256173781,Diesel,145.0,56.5,2.0,Audi,1.6094379124341003
 Q2,9.903287532533462,Manual,10.147256921643994,Petrol,145.0,50.4,1.4,Audi,1.6094379124341003
